latitude,longitude,geometry,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
37.78465763,-122.4144332,Point,5/2/07 8:37,WEAPON LAWS,POSS OF LOADED FIREARM,Wednesday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / LEAVENWORTH ST,-122.4144332,37.78465763
37.77778167,-122.4066292,Point,5/31/03 19:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Saturday,SOUTHERN,NONE,1000 Block of FOLSOM ST,-122.4066292,37.77778167
37.78114032,-122.4825929,Point,11/14/14 22:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,300 Block of 23RD AV,-122.4825929,37.78114032
37.78710272,-122.3880074,Point,8/22/07 23:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,BRYANT ST / THE EMBARCADEROSOUTH ST,-122.3880074,37.78710272
37.77045048,-122.4284279,Point,11/14/08 19:50,ROBBERY,"ROBBERY, BODILY FORCE",Friday,NORTHERN,NONE,WEBSTER ST / HERMANN ST,-122.4284279,37.77045048
37.78247564,-122.4241093,Point,11/3/12 21:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,GOUGH ST / EDDY ST,-122.4241093,37.78247564
37.77461812,-122.4445689,Point,4/7/12 3:05,ASSAULT,BATTERY WITH SERIOUS INJURIES,Saturday,PARK,"ARREST, BOOKED",500 Block of CENTRAL AV,-122.4445689,37.77461812
37.78487505,-122.4423647,Point,2/4/13 18:50,WEAPON LAWS,POSSESSION OF AIR GUN,Monday,RICHMOND,JUVENILE BOOKED,2500 Block of SUTTER ST,-122.4423647,37.78487505
37.76103077,-122.3904437,Point,8/5/13 19:50,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,BAYVIEW,PSYCHOPATHIC CASE,700 Block of MINNESOTA ST,-122.3904437,37.76103077
37.78578282,-122.4281511,Point,5/22/10 3:39,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,NORTHERN,"ARREST, BOOKED",POST ST / LAGUNA ST,-122.4281511,37.78578282
37.79221682,-122.4294501,Point,2/5/13 18:45,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,NORTHERN,NONE,WASHINGTON ST / LAGUNA ST,-122.4294501,37.79221682
37.77542071,-122.4034048,Point,1/7/14 13:55,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071
37.72095127,-122.4581114,Point,6/8/09 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,100 Block of MIRAMAR AV,-122.4581114,37.72095127
37.72313279,-122.4293836,Point,10/13/14 14:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,INGLESIDE,NONE,300 Block of NAPLES ST,-122.4293836,37.72313279
37.786677,-122.4140108,Point,2/9/14 4:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Sunday,CENTRAL,NONE,600 Block of GEARY ST,-122.4140108,37.786677
37.76930184,-122.4307964,Point,3/24/05 11:45,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,MISSION,NONE,400 Block of DUBOCE AV,-122.4307964,37.76930184
37.79405897,-122.4079047,Point,2/9/06 0:49,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,CENTRAL,NONE,STOCKTON ST / CLAY ST,-122.4079047,37.79405897
37.77381783,-122.4544031,Point,1/28/06 0:30,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,PARK,NONE,400 Block of STANYAN ST,-122.4544031,37.77381783
37.77147934,-122.4353757,Point,10/15/12 6:44,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,PARK,"ARREST, BOOKED",HAIGHT ST / SCOTT ST,-122.4353757,37.77147934
37.78148325,-122.4206914,Point,2/2/04 19:00,FRAUD,"TRICK AND DEVICE, PETTY THEFT",Monday,NORTHERN,NONE,600 Block of VAN NESS AV,-122.4206914,37.78148325
37.78273179,-122.406482,Point,8/9/03 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406482,37.78273179
37.75474851,-122.4165576,Point,2/18/13 14:03,ASSAULT,THREATENING PHONE CALL(S),Monday,MISSION,NONE,1100 Block of SOUTH VAN NESS AV,-122.4165576,37.75474851
37.77951403,-122.4135641,Point,6/13/12 4:45,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.4135641,37.77951403
37.77313062,-122.410919,Point,3/18/03 18:00,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",300 Block of 9TH ST,-122.410919,37.77313062
37.78435334,-122.4329146,Point,6/15/05 5:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
37.73358848,-122.3909782,Point,1/6/14 10:30,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Monday,BAYVIEW,NONE,4900 Block of 3RD ST,-122.3909782,37.73358848
37.74980346,-122.3953105,Point,9/1/03 16:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Monday,BAYVIEW,NONE,CESAR CHAVEZ ST / MISSOURI ST,-122.3953105,37.74980346
37.78279311,-122.4140563,Point,10/27/04 20:30,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.4140563,37.78279311
37.79146553,-122.4132889,Point,5/4/11 4:28,ASSAULT,STALKING,Wednesday,CENTRAL,NONE,1100 Block of CALIFORNIA ST,-122.4132889,37.79146553
37.77542071,-122.4034048,Point,2/22/07 22:30,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.7539654,-122.400632,Point,2/9/06 16:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,1200 Block of DEHARO ST,-122.400632,37.7539654
37.77751189,-122.4180455,Point,7/4/10 1:04,DRIVING UNDER THE INFLUENCE,"DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL, W/INJURY",Sunday,NORTHERN,"ARREST, CITED",HAYES ST / POLK ST,-122.4180455,37.77751189
37.77542071,-122.4034048,Point,6/14/11 13:01,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071
37.78591036,-122.3961407,Point,5/21/06 7:30,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,NONE,500 Block of FOLSOM ST,-122.3961407,37.78591036
37.78733819,-122.4234046,Point,1/25/09 15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FRANKLIN ST / SUTTER ST,-122.4234046,37.78733819
37.78817732,-122.4210059,Point,1/25/14 1:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,100 Block of FERN ST,-122.4210059,37.78817732
37.78344043,-122.3962658,Point,6/13/14 19:15,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,NONE,HARRISON ST / HAWTHORNE ST,-122.3962658,37.78344043
37.77651026,-122.4096627,Point,7/11/11 13:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,0 Block of RAUSCH ST,-122.4096627,37.77651026
37.79546438,-122.4182946,Point,5/9/10 17:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE,HYDE ST / PACIFIC AV,-122.4182946,37.79546438
37.76349544,-122.4184863,Point,2/18/08 7:00,LOITERING,LOITERING,Monday,MISSION,"ARREST, CITED",CAPP ST / 17TH ST,-122.4184863,37.76349544
37.7391461,-122.4168209,Point,5/19/06 11:45,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,INGLESIDE,NONE,400 Block of CORTLAND AV,-122.4168209,37.7391461
37.7539654,-122.400632,Point,2/12/06 6:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,1200 Block of DEHARO ST,-122.400632,37.7539654
37.73818571,-122.4795898,Point,12/28/05 2:40,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TARAVAL,NONE,2600 Block of 23RD AV,-122.4795898,37.73818571
37.78682621,-122.4199301,Point,11/15/07 10:00,ASSAULT,BATTERY,Thursday,NORTHERN,NONE,POST ST / POLK ST,-122.4199301,37.78682621
37.76559141,-122.4740465,Point,8/4/03 17:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,LINCOLN WY / 16TH AV,-122.4740465,37.76559141
37.77018888,-122.4128419,Point,11/29/06 14:05,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,SOUTHERN,"ARREST, BOOKED",1500 Block of HARRISON ST,-122.4128419,37.77018888
37.71058659,-122.4481,Point,8/5/09 22:45,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,INGLESIDE,"ARREST, CITED",5600 Block of MISSION ST,-122.4481,37.71058659
37.77913875,-122.4166077,Point,2/19/09 19:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,NORTHERN,NONE,100 Block of LARKIN ST,-122.4166077,37.77913875
37.73778368,-122.3959482,Point,3/19/09 16:48,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Thursday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / QUINT ST,-122.3959482,37.73778368
37.76169871,-122.4770121,Point,12/15/13 1:53,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,TARAVAL,"ARREST, CITED",19TH AV / JUDAH ST,-122.4770121,37.76169871
37.77422811,-122.5089545,Point,11/4/12 8:30,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,RICHMOND,NONE,700 Block of 48TH AV,-122.5089545,37.77422811
37.70850251,-122.4343109,Point,1/17/10 19:00,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Sunday,INGLESIDE,NONE,500 Block of CORDOVA ST,-122.4343109,37.70850251
37.76502145,-122.4210757,Point,8/20/04 18:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,NONE,3000 Block of 16TH ST,-122.4210757,37.76502145
37.7711962,-122.4132875,Point,6/1/12 21:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,300 Block of 11TH ST,-122.4132875,37.7711962
37.79812193,-122.4050875,Point,7/23/04 2:24,WARRANTS,WARRANT ARREST,Friday,CENTRAL,"ARREST, BOOKED",400 Block of BROADWAY ST,-122.4050875,37.79812193
37.78554295,-122.3967072,Point,10/7/07 1:22,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / 2ND ST,-122.3967072,37.78554295
37.7658511,-122.4196766,Point,6/11/03 23:30,ASSAULT,BATTERY,Wednesday,MISSION,NONE,1900 Block of MISSION ST,-122.4196766,37.7658511
37.7870372,-122.4182742,Point,1/26/13 9:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,LARKIN ST / POST ST,-122.4182742,37.7870372
37.71664253,-122.4743081,Point,10/17/12 8:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TARAVAL,NONE,100 Block of CAMBON DR,-122.4743081,37.71664253
37.7857603,-122.4095237,Point,10/26/04 10:43,TRESPASS,TRESPASSING,Tuesday,TENDERLOIN,"ARREST, CITED",200 Block of MASON ST,-122.4095237,37.7857603
37.78175113,-122.4110714,Point,4/4/07 10:09,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4110714,37.78175113
37.77670528,-122.4584721,Point,10/27/14 19:10,LARCENY/THEFT,"THEFT, BICYCLE, <$50, NO SERIAL NUMBER",Monday,RICHMOND,NONE,700 Block of ARGUELLO BL,-122.4584721,37.77670528
37.7802344,-122.4346312,Point,12/15/11 12:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,PARK,NONE,1500 Block of TURK ST,-122.4346312,37.7802344
37.78592357,-122.4212542,Point,1/16/05 23:08,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,NORTHERN,"ARREST, BOOKED",1100 Block of VANNESS AV,-122.4212542,37.78592357
37.77542071,-122.4034048,Point,12/27/08 20:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.71191554,-122.4160002,Point,10/2/09 23:40,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED",SUNNYDALE AV / HAHN ST,-122.4160002,37.71191554
37.72044166,-122.4281764,Point,2/5/14 13:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,400 Block of MOSCOW ST,-122.4281764,37.72044166
37.78544219,-122.4214831,Point,10/7/10 1:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,1000 Block of VANNESS AV,-122.4214831,37.78544219
37.71680545,-122.4358879,Point,10/17/08 9:30,NON-CRIMINAL,"AIDED CASE, DOG BITE",Friday,INGLESIDE,NONE,400 Block of ITALY AV,-122.4358879,37.71680545
37.72918458,-122.466758,Point,4/27/04 15:20,ASSAULT,BATTERY,Tuesday,TARAVAL,NONE,100 Block of APTOS AV,-122.466758,37.72918458
37.76142678,-122.4260796,Point,11/29/07 17:50,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE,18TH ST / DOLORES ST,-122.4260796,37.76142678
37.77907836,-122.4064301,Point,7/23/03 12:40,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,SOUTHERN,NONE,200 Block of 6TH ST,-122.4064301,37.77907836
37.77317344,-122.3967591,Point,2/10/05 7:10,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,300 Block of BERRY ST,-122.3967591,37.77317344
37.78097067,-122.4087106,Point,4/3/03 10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,SOUTHERN,"ARREST, CITED",6TH ST / MISSION ST,-122.4087106,37.78097067
37.73947927,-122.3873941,Point,5/4/07 9:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,BAYVIEW,NONE,1500 Block of HUDSON AV,-122.3873941,37.73947927
37.77542071,-122.4034048,Point,2/14/10 22:40,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.76816943,-122.4356374,Point,8/25/10 21:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,PARK,PSYCHOPATHIC CASE,0 Block of CASTRO ST,-122.4356374,37.76816943
37.7683148,-122.4276823,Point,2/10/13 4:12,DRIVING UNDER THE INFLUENCE,"DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL, W/INJURY",Sunday,MISSION,NONE,2000 Block of MARKET ST,-122.4276823,37.7683148
37.76101609,-122.4193502,Point,8/20/03 13:45,DRUG/NARCOTIC,SALE OF HEROIN,Wednesday,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.4193502,37.76101609
37.7536266,-122.4211665,Point,12/28/07 16:39,WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED",3400 Block of 23RD ST,-122.4211665,37.7536266
37.7729865,-122.4314814,Point,8/7/09 21:25,ASSAULT,THREATS AGAINST LIFE,Friday,NORTHERN,"ARREST, BOOKED",600 Block of PAGE ST,-122.4314814,37.7729865
37.79157399,-122.4133109,Point,6/26/04 11:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NOT PROSECUTED,1100 Block of CALIFORNIA ST,-122.4133109,37.79157399
37.787808,-122.4042718,Point,11/26/03 18:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,0 Block of GEARY ST,-122.4042718,37.787808
37.78249489,-122.4106899,Point,7/22/04 22:30,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of TAYLOR ST,-122.4106899,37.78249489
37.76724422,-122.5102257,Point,5/13/15 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,1000 Block of GREAT HY,-122.5102257,37.76724422
37.80826133,-122.4149883,Point,10/19/14 16:00,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.4149883,37.80826133
37.73454478,-122.4195827,Point,12/2/05 13:35,OTHER OFFENSES,POISONING ANIMALS,Friday,INGLESIDE,NONE,0 Block of ARNOLD AV,-122.4195827,37.73454478
37.76710927,-122.4472,Point,11/26/07 0:38,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Monday,PARK,NONE,DOWNEY ST / FREDERICK ST,-122.4472,37.76710927
37.79030178,-122.3938993,Point,10/16/03 20:21,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Thursday,SOUTHERN,"ARREST, CITED",200 Block of HOWARD ST,-122.3938993,37.79030178
37.78076423,-122.4123209,Point,4/29/13 19:35,FRAUD,FALSE ID TO PEACE OFFICER,Monday,SOUTHERN,JUVENILE BOOKED,1100 Block of MARKET ST,-122.4123209,37.78076423
37.76905952,-122.4207871,Point,1/10/04 13:24,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,MISSION,"ARREST, BOOKED",0 Block of WOODWARD ST,-122.4207871,37.76905952
37.77064189,-122.4231552,Point,12/26/05 22:00,VEHICLE THEFT,STOLEN TRUCK,Monday,SOUTHERN,NONE,0 Block of ELGINPARK ST,-122.4231552,37.77064189
37.76505012,-122.4196718,Point,3/9/10 16:35,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012
37.78127074,-122.4113396,Point,7/14/12 12:25,NON-CRIMINAL,CASE CLOSURE,Saturday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.4113396,37.78127074
37.78307912,-122.3936227,Point,5/14/03 17:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,2ND ST / BRYANT ST,-122.3936227,37.78307912
37.79993194,-122.4393685,Point,2/20/03 19:49,ASSAULT,THREATS AGAINST LIFE,Thursday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.4393685,37.79993194
37.77542071,-122.4034048,Point,4/22/10 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.78144635,-122.4171468,Point,2/9/06 22:28,OTHER OFFENSES,RESISTING ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",LARKIN ST / GOLDEN GATE AV,-122.4171468,37.78144635
37.74305055,-122.4756443,Point,11/26/14 0:51,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Wednesday,TARAVAL,"ARREST, BOOKED",19TH AV / TARAVAL ST,-122.4756443,37.74305055
37.78928307,-122.4270937,Point,7/13/06 8:45,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,NORTHERN,NONE,1800 Block of OCTAVIA ST,-122.4270937,37.78928307
37.78419072,-122.414406,Point,2/13/11 14:46,OTHER OFFENSES,PROBATION VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.414406,37.78419072
37.73377003,-122.3848432,Point,6/12/06 13:20,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,0 Block of BASS CR,-122.3848432,37.73377003
37.71158164,-122.4279656,Point,5/21/05 0:15,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,INGLESIDE,NONE,1700 Block of GENEVA AV,-122.4279656,37.71158164
37.79509626,-122.4014696,Point,11/19/06 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE,500 Block of SANSOME ST,-122.4014696,37.79509626
37.78694466,-122.4598456,Point,11/10/09 12:00,BAD CHECKS,"CHECKS, NON-SUFFICIENT FUNDS (FELONY)",Tuesday,RICHMOND,NONE,0 Block of LAKE ST,-122.4598456,37.78694466
37.78003989,-122.4831289,Point,12/22/03 19:10,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,RICHMOND,NONE,5900 Block of GEARY BL,-122.4831289,37.78003989
37.76559256,-122.3890999,Point,3/10/05 1:06,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Thursday,BAYVIEW,"ARREST, BOOKED",1900 Block of 3RD ST,-122.3890999,37.76559256
37.77386178,-122.413046,Point,1/9/15 0:01,MISSING PERSON,MISSING ADULT,Friday,SOUTHERN,NONE,0 Block of DORE ST,-122.413046,37.77386178
37.75203515,-122.4081804,Point,1/24/13 20:54,OTHER OFFENSES,PROBATION VIOLATION,Thursday,MISSION,NONE,1200 Block of YORK ST,-122.4081804,37.75203515
37.78142922,-122.4323297,Point,4/1/09 14:43,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,NORTHERN,"ARREST, BOOKED",EDDY ST / FILLMORE ST,-122.4323297,37.78142922
37.71834931,-122.4009312,Point,6/8/04 14:30,ASSAULT,THREATS AGAINST LIFE,Tuesday,INGLESIDE,NONE,1100 Block of GIRARD ST,-122.4009312,37.71834931
37.76571844,-122.4095299,Point,8/12/11 16:40,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,MISSION,"ARREST, BOOKED",2300 Block of 16TH ST,-122.4095299,37.76571844
37.73322564,-122.3808985,Point,5/17/09 12:48,MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,NONE,0 Block of BERTHA LN,-122.3808985,37.73322564
37.72569336,-122.4522897,Point,4/27/15 11:35,OTHER OFFENSES,RESISTING ARREST,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.4522897,37.72569336
37.76571844,-122.4095299,Point,9/6/08 11:15,MISSING PERSON,FOUND PERSON,Saturday,MISSION,JUVENILE BOOKED,2300 Block of 16TH ST,-122.4095299,37.76571844
37.80286069,-122.408034,Point,5/29/07 2:30,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Tuesday,CENTRAL,"ARREST, BOOKED",GRANT AV / EDITH ST,-122.408034,37.80286069
37.75982792,-122.4259205,Point,6/28/03 19:26,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,"ARREST, BOOKED",19TH ST / DOLORES ST,-122.4259205,37.75982792
37.77418225,-122.4291789,Point,2/19/13 13:28,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Tuesday,NORTHERN,NONE,WEBSTER ST / OAK ST,-122.4291789,37.77418225
37.7868469,-122.4620126,Point,3/22/03 3:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Saturday,RICHMOND,NONE,300 Block of LAKE ST,-122.4620126,37.7868469
37.78255435,-122.3973888,Point,3/10/07 0:30,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / HARRISON ST,-122.3973888,37.78255435
37.79388442,-122.4025693,Point,12/24/07 20:28,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,CENTRAL,NONE,500 Block of SACRAMENTO ST,-122.4025693,37.79388442
37.7767407,-122.4466599,Point,8/12/05 16:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,PARK,NONE,MCALLISTER ST / MASONIC AV,-122.4466599,37.7767407
37.78947651,-122.4061818,Point,12/28/06 6:40,WARRANTS,WARRANT ARREST,Thursday,CENTRAL,"ARREST, BOOKED",300 Block of SUTTER ST,-122.4061818,37.78947651
37.78312342,-122.4807255,Point,1/26/10 8:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,RICHMOND,NONE,200 Block of 21ST AV,-122.4807255,37.78312342
37.7536994,-122.440822,Point,5/1/09 2:30,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE,0 Block of HOFFMAN AV,-122.440822,37.7536994
37.76604061,-122.4165355,Point,8/10/03 16:00,ASSAULT,THREATS AGAINST LIFE,Sunday,MISSION,NONE,100 Block of SHOTWELL ST,-122.4165355,37.76604061
37.77555585,-122.4123497,Point,5/28/08 16:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.4123497,37.77555585
37.72437661,-122.43622,Point,2/11/07 3:00,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Sunday,INGLESIDE,NONE,0 Block of SANJUAN AV,-122.43622,37.72437661
37.7601018,-122.4214261,Point,11/28/05 16:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,19TH ST / VALENCIA ST,-122.4214261,37.7601018
37.79229831,-122.4109823,Point,3/9/11 14:42,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,CENTRAL,PSYCHOPATHIC CASE,900 Block of MASON ST,-122.4109823,37.79229831
37.74372682,-122.4811832,Point,7/27/12 13:50,NON-CRIMINAL,AIDED CASE,Friday,TARAVAL,NONE,2300 Block of 24TH AV,-122.4811832,37.74372682
37.73066481,-122.3868493,Point,2/24/10 16:35,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,BAYVIEW,NONE,1400 Block of QUESADA AV,-122.3868493,37.73066481
37.78706479,-122.3915759,Point,5/18/13 18:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,300 Block of HARRISON ST,-122.3915759,37.78706479
37.77764737,-122.4324234,Point,3/26/10 19:18,WARRANTS,ENROUTE TO PAROLE OFFICER,Friday,NORTHERN,"ARREST, BOOKED",900 Block of FULTON ST,-122.4324234,37.77764737
37.73750422,-122.3955724,Point,8/9/03 21:15,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED",1800 Block of OAKDALE AV,-122.3955724,37.73750422
37.7810068,-122.4126062,Point,9/6/06 6:45,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TENDERLOIN,NONE,0 Block of MCALLISTER ST,-122.4126062,37.7810068
37.74568867,-122.4123682,Point,12/22/03 1:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,1500 Block of TREAT AV,-122.4123682,37.74568867
37.78491419,-122.4119658,Point,4/1/09 7:38,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, CITED",300 Block of ELLIS ST,-122.4119658,37.78491419
